"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Yazu - Pan Asian Supper Club"|"1700"|"Thai,Korean,Japanese,Chinese"|"Mumbai"|"Oshiwara-- Andheri West"|"https://www.zomato.com/mumbai/yazu-pan-asian-supper-club-oshiwara/info"|"2"|"Casual Dining"|"12noon to 130am(Mon-Sun)"|"Excellent"|"4.6"|"258"
"Yasin's Food Inn"|"700"|"Mughlai,Fast Food,North Indian,Chinese,Pizza"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/yasins-food-inn-andheri-lokhandwala/info"|"2"|"Casual Dining"|"12noon to 1230AM(Mon-Sun)"|"Very Good"|"4.0"|"3193"
"BOMB’AR"|"1400"|"Continental,North Indian,Italian"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/bombar-goregaon-west/info"|"2"|"Casual Dining"|"12noon to 130am(Mon,Tue,Wed,Thu,Sun),12noon..."|"Very Good"|"4.2"|"1085"
"The Finch"|"2000"|"Modern Indian,Continental,Italian,Rolls,Chinese"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/the-finch-1-powai/info"|"2"|"Microbrewery"|"12noon to 130am(Mon-Sun)"|"Very Good"|"4.4"|"1526"
"Madeira & Mime"|"1400"|"Continental,Cafe,North Indian,Chinese,Finger Food,Italian"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/madeira-mime-powai/info"|"2"|"Pub"|"12noon to 1am(Mon-Sun)"|"Excellent"|"4.5"|"2965"
"Global Fusion"|"2000"|"Chinese,Japanese,Asian,North Indian"|"Mumbai"|"Atria Mall-- Worli"|"https://www.zomato.com/mumbai/global-fusion-worli/info"|"2"|"Fine Dining"|"12noon to 330pm,7pm to 1230AM(Mon-Sun)"|"Excellent"|"4.6"|"240"
"SodaBottleOpenerWala"|"1500"|"Parsi,Fast Food,Beverages,Maharashtrian,Desserts"|"Mumbai"|"Bandra Kurla Complex"|"https://www.zomato.com/mumbai/sodabottleopenerwala-bandra-kurla-complex/info"|"2"|"Casual Dining"|"830am to 1230AM(Mon,Tue,Wed,Thu,Sun),830am..."|"Veľmi dobré"|"4.1"|"3226"
"True Tramm Trunk"|"1500"|"Finger Food,Pizza,Burger"|"Mumbai"|"Bandra Kurla Complex"|"https://www.zomato.com/mumbai/true-tramm-trunk-bandra-kurla-complex/info"|"2"|"Lounge"|"12noon to 130am(Mon-Sun)"|"Very Good"|"4.0"|"1519"
"Hoppipola"|"1500"|"Continental,Mediterranean"|"Mumbai"|"Khar"|"https://www.zomato.com/mumbai/hoppipola-khar/info"|"2"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.1"|"4194"
"Canto Cafe & Bar"|"1300"|"Continental,Mexican,Italian,American"|"Mumbai"|"Charni Road"|"https://www.zomato.com/mumbai/canto-cafe-bar-charni-road/info"|"2"|"Casual Dining"|"12noon to 130am(Mon-Sat),830am to 130am(Sun)"|"Very Good"|"4.4"|"2504"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Shloka Dining Bar"|"1100"|"North Indian,Mughlai,Chinese,Continental,Malwani,South Indian"|"Mumbai"|"Ghatkopar West"|"https://www.zomato.com/mumbai/shloka-dining-bar-ghatkopar-west/info"|"20"|"Casual Dining"|"12noon to 430pm,6pm to 130am(Mon-Sun)"|"Very Good"|"4.0"|"348"
"By The Drive"|"1000"|"North Indian,Continental,Italian,Chinese"|"Mumbai"|"Chowpatty"|"https://www.zomato.com/mumbai/by-the-drive-chowpatty/info"|"20"|"Casual Dining"|"12noon to 130am(Mon-Sun)"|"Good"|"3.8"|"534"
"Poolside - VITS Hotel"|"1500"|"Continental"|"Mumbai"|"VITS Hotel-- Marol"|"https://www.zomato.com/mumbai/poolside-vits-hotel-marol/info"|"20"|"Casual Dining"|"24"|"Very Good"|"4.1"|"824"
"Nau Se Barah 9/12"|"1300"|"North Indian,Continental"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/nau-se-barah-9-12-kopar-khairane-navi-mumbai/info"|"20"|"Casual Dining"|"12noon to 1am(Mon-Fri),9am to 1am(Sat-Sun)"|"Very Good"|"4.1"|"974"
"TBG- The Biryani Guys"|"450"|"North Indian,Biryani"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/tbg-the-biryani-guys-powai/info"|"20"|"none"|"1130am to 3am(Mon-Sun)"|"Excellent"|"4.6"|"148"
"Sosho"|"1100"|"Chinese,North Indian,Continental"|"Mumbai"|"Marol"|"https://www.zomato.com/mumbai/sosho-marol/info"|"20"|"Casual Dining"|"11am to 1230AM(Mon-Sun)"|"None"|"NEW"|"NEW"
"Sion Lunch Home"|"800"|"Mangalorean,Chinese,North Indian,Seafood"|"Mumbai"|"Sion"|"https://www.zomato.com/mumbai/sion-lunch-home-sion/info"|"20"|"Casual Dining"|"11am to 4pm,7pm to 1230AM(Mon-Sun)"|"Very Good"|"4.1"|"729"
"Utsav"|"500"|"North Indian,Mughlai,Chinese,Seafood"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/utsav-goregaon-west/info"|"20"|"Casual Dining"|"11am to 330pm,6pm to 1230AM(Mon-Sun)"|"Good"|"3.8"|"146"
"Northern Tadka"|"1000"|"North Indian,Mughlai"|"Mumbai"|"Viviana Mall-- Majiwada-- Thane West"|"https://www.zomato.com/mumbai/northern-tadka-1-majiwada-thane-west/info"|"20"|"Casual Dining"|"12noon to 330pm,7pm to 1230AM(Mon-Sun)"|"Very Good"|"4.0"|"552"
"Bora Bora"|"1900"|"Continental,Malaysian,Chinese,North Indian"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/bora-bora-1-juhu/info"|"20"|"Bar"|"12noon to 1am(Mon-Sun)"|"Good"|"3.9"|"439"
"TAP"|"1600"|"North Indian,Chinese,Italian,Mexican"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/tap-andheri-lokhandwala/info"|"20"|"Pub"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.0"|"2748"
"Blue Basil"|"350"|"Fast Food,Desserts"|"Mumbai"|"Carter Road-- Bandra West"|"https://www.zomato.com/mumbai/blue-basil-carter-road-bandra-west/info"|"20"|"Quick Bites"|"11am to 3am(Mon-Sun)"|"None"|"NEW"|"NEW"
"Hotel Laxmi Next"|"600"|"South Indian,North Indian,Chinese,Street Food,Beverages"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/hotel-laxmi-next-powai/info"|"20"|"Casual Dining"|"8am to 1am(Mon-Sun)"|"Good"|"3.8"|"937"
"The Road House"|"1400"|"Finger Food,Continental"|"Mumbai"|"Boulevard Mall-- Majiwada-- Thane West"|"https://www.zomato.com/mumbai/the-road-house-majiwada-thane-west/info"|"20"|"Pub"|"12noon to 1am(Mon,Tue,Wed,Thu,Sun),12noon to ..."|"Very Good"|"4.1"|"1310"
"Ming Yang"|"500"|"Chinese,Thai"|"Mumbai"|"Ulhasnagar"|"https://www.zomato.com/mumbai/ming-yang-ulhasnagar-thane/info"|"20"|"Casual Dining"|"1pm to 4pm,7pm to 1am(Mon-Sun)"|"Good"|"3.8"|"70"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Snack & The Beanstock"|"800"|"Cafe,Burger,Sandwich,Italian,North Indian"|"Mumbai"|"Goregaon East"|"https://www.zomato.com/mumbai/snack-the-beanstock-goregaon-east/info"|"200"|"Café"|"9am to 1130pm(Mon-Sun)"|"Good"|"3.8"|"528"
"Noorani Restaurant"|"350"|"North Indian,Chinese"|"Mumbai"|"Malad East"|"https://www.zomato.com/mumbai/noorani-restaurant-malad-east/info"|"200"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Good"|"3.7"|"174"
"Van Earth"|"700"|"Continental,Italian,Lebanese,Mexican,Pizza,Salad,Bakery"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/van-earth-andheri-lokhandwala/info"|"200"|"none"|"10am to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"161"
"Flavours"|"800"|"North Indian,Chinese"|"Mumbai"|"Dadar West"|"https://www.zomato.com/mumbai/flavours-dadar-west/info"|"200"|"Casual Dining"|"1130am to 330pm,730pm to 1130pm(Mon-Sun)"|"Good"|"3.9"|"506"
"Satkar Sweets And Namkeen"|"200"|"Fast Food,Desserts"|"Mumbai"|"Mulund East"|"https://www.zomato.com/mumbai/satkar-sweets-and-namkeen-mulund-east/info"|"200"|"Quick Bites"|"Closed(Mon),830am to 930pm(Tue-Sun)"|"Good"|"3.7"|"54"
"Thambbi"|"400"|"North Indian,South Indian,Chinese"|"Mumbai"|"Chandivali"|"https://www.zomato.com/mumbai/thambbi-chandivali/info"|"200"|"Casual Dining"|"8am to 11pm(Mon-Sun)"|"Average"|"3.4"|"493"
"Subs, Waffles and More"|"300"|"Fast Food,Desserts,Beverages"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/subs-waffles-and-more-1-goregaon-west/info"|"200"|"Quick Bites"|"10am to 1030pm(Mon-Sun)"|"Good"|"3.7"|"50"
"Sai Siddhi Rolls & Sandwich"|"250"|"Fast Food,Lebanese,Beverages,Rolls"|"Mumbai"|"Haware Centurion Mall-- Seawoods"|"https://www.zomato.com/mumbai/sai-siddhi-rolls-sandwich-nerul-navi-mumbai/info"|"200"|"Quick Bites"|"11am to 1130pm(Mon-Sun)"|"Good"|"3.9"|"167"
"Shivam Sundaram"|"500"|"South Indian,North Indian,Mughlai,Chinese,Fast Food,Beverages"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/shivam-sundaram-kandivali-east/info"|"200"|"Casual Dining"|"8am to 12midnight(Mon-Sun)"|"Good"|"3.5"|"164"
"Silver Coin"|"1000"|"Continental,North Indian,Chinese,Thai"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/silver-coin-borivali-west/info"|"200"|"Casual Dining"|"12noon to 4pm,630pm to 12midnight(Mon-Sun)"|"Good"|"3.8"|"516"
"Rangla Punjab"|"1000"|"North Indian,Chinese"|"Mumbai"|"Manpada-- Thane West"|"https://www.zomato.com/mumbai/rangla-punjab-manpada-thane-west/info"|"200"|"Casual Dining"|"11am to 4pm,7pm to 12midnight(Mon-Sun)"|"Good"|"3.6"|"473"
"7 Spice"|"650"|"Chinese,Thai"|"Mumbai"|"Parel"|"https://www.zomato.com/mumbai/7-spice-parel/info"|"200"|"Casual Dining"|"1130am to 3pm,630pm to 11pm(Mon-Sun)"|"Good"|"3.7"|"322"
"Mahadev Kripa"|"450"|"North Indian,Chinese,South Indian,Fast Food"|"Mumbai"|"Majiwada-- Thane West"|"https://www.zomato.com/mumbai/mahadev-kripa-majiwada-thane-west/info"|"200"|"Casual Dining"|"8am to 1130pm(Mon-Sun)"|"Good"|"3.8"|"206"
"Naans & Noodles"|"1800"|"North Indian,Chinese,American"|"Mumbai"|"Yogi Midtown-- Turbhe"|"https://www.zomato.com/mumbai/naans-noodles-turbhe-navi-mumbai/info"|"200"|"Casual Dining"|"1130am to 4pm,630pm to 1130pm(Mon-Sun)"|"Good"|"3.8"|"67"
"Shree Chhole Bhature"|"350"|"North Indian,Chinese"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/shree-chhole-bhature-mira-road/info"|"200"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Good"|"3.6"|"222"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"A Taste Of India"|"550"|"North Indian,Seafood,Chinese"|"Mumbai"|"Centrium Mall-- Kandivali East"|"https://www.zomato.com/mumbai/a-taste-of-india-kandivali-east/info"|"201"|"Casual Dining"|"1115am to 3pm,715pm to 1030pm(Mon-Sun)"|"Good"|"3.9"|"297"
"Gold Rush"|"700"|"South Indian,Chinese,Fast Food,North Indian"|"Mumbai"|"Dadar West"|"https://www.zomato.com/mumbai/gold-rush-dadar-west/info"|"201"|"Casual Dining"|"8am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"336"
"Taste Of Kolkata"|"450"|"Bengali,Chinese"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/taste-of-kolkata-kandivali-east/info"|"201"|"Casual Dining"|"1230pm to 1130pm(Mon-Sun)"|"Good"|"3.6"|"151"
"Picnic All Day Eatery"|"1000"|"Italian,North Indian,Asian,Desserts"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/picnic-all-day-eatery-ghatkopar-east/info"|"201"|"Casual Dining"|"Closed(Mon),1pm to 11pm(Tue-Fri),1pm to ..."|"Good"|"3.7"|"465"
"Fork N Spoon"|"500"|"North Indian,Chinese"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/fork-n-spoon-kharghar-navi-mumbai/info"|"201"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.7"|"223"
"Swaadam Family Restaurant"|"700"|"North Indian,Chinese"|"Mumbai"|"Bhayandar"|"https://www.zomato.com/mumbai/swaadam-family-restaurant-bhayandar/info"|"201"|"Casual Dining"|"10am to 1145pm(Mon-Sun)"|"Good"|"3.7"|"61"
"Rajan Snacks"|"400"|"Fast Food"|"Mumbai"|"Kalyan"|"https://www.zomato.com/mumbai/rajan-snacks-kalyan-thane/info"|"201"|"Quick Bites"|"5pm to 1030pm(Mon-Sun)"|"Good"|"3.6"|"34"
"Kolhapuri Palace Restaurant"|"600"|"Maharashtrian,North Indian,Chinese"|"Mumbai"|"Virar"|"https://www.zomato.com/mumbai/kolhapuri-palace-restaurant-virar/info"|"201"|"Casual Dining"|"1130am to 1130pm(Mon-Sun)"|"Good"|"3.5"|"35"
"Pancakes & More"|"200"|"Desserts,Beverages"|"Mumbai"|"Mahakali"|"https://www.zomato.com/mumbai/pancakes-more-mahakali/info"|"201"|"Dessert Parlor"|"10am to 11pm(Mon-Sun)"|"Very Good"|"4.1"|"155"
"Veg Belly"|"500"|"North Indian,South Indian,Chinese"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/veg-belly-mira-road/info"|"201"|"Quick Bites"|"10am to 1130pm(Mon-Sun)"|"Good"|"3.7"|"580"
"Maharashtra Hotel"|"300"|"North Indian,South Indian"|"Mumbai"|"Fort"|"https://www.zomato.com/mumbai/maharashtra-hotel-fort/info"|"201"|"Quick Bites"|"7am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"150"
"Radio Restaurant"|"300"|"North Indian"|"Mumbai"|"Mumbai CST Area"|"https://www.zomato.com/mumbai/radio-restaurant-cst/info"|"201"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Good"|"3.9"|"166"
"Jhama Sweets"|"150"|"Mithai,Street Food"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/jhama-sweets-2-ghatkopar-east/info"|"201"|"Sweet Shop"|"9am to 10pm(Mon-Sun)"|"Good"|"3.9"|"27"
"Chi Na Chi Ni"|"1200"|"Asian"|"Mumbai"|"Royal Tulip-- Kharghar"|"https://www.zomato.com/mumbai/chi-na-chi-ni-kharghar-navi-mumbai/info"|"201"|"Casual Dining"|"Closed(Mon),12noon to 3pm,7pm to 11pm(Tue-Sun)"|"Very Good"|"4.3"|"514"
"Dum Spiro Spero"|"600"|"Momos"|"Mumbai"|"Vile Parle East"|"https://www.zomato.com/mumbai/dum-spiro-spero-vile-parle-east/info"|"201"|"none"|"12noon to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"127"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Rasoi"|"550"|"Chinese,North Indian,South Indian"|"Mumbai"|"Kurla"|"https://www.zomato.com/mumbai/rasoi-kurla/info"|"202"|"Casual Dining"|"9am to 1030pm(Mon-Sun)"|"Good"|"3.5"|"51"
"Narayan Snack Parlour"|"150"|"Fast Food,Sandwich"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/narayan-snack-parlour-near-andheri-east-station/info"|"202"|"Quick Bites"|"10am to 830pm(Mon-Sun)"|"Very Good"|"4.0"|"203"
"Purnabramha"|"800"|"Maharashtrian,North Indian"|"Mumbai"|"Manpada-- Thane West"|"https://www.zomato.com/mumbai/purnabramha-manpada-thane-west-thane/info"|"202"|"Casual Dining"|"Closed(Mon),10am to 1030pm(Tue-Sun)"|"Very Good"|"4.0"|"50"
"Highness"|"450"|"Fast Food,Desserts,Ice Cream"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/highness-dombivali-east-thane/info"|"202"|"Quick Bites"|"11am to 11pm(Mon-Sun)"|"Average"|"3.2"|"40"
"Herowiches Baked Meal Cafe"|"700"|"Cafe,Continental,Fast Food,Italian"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/herowiches-baked-meal-cafe-ghatkopar-east/info"|"202"|"Café"|"10am to 1130pm(Mon-Sun)"|"Very Good"|"4.0"|"211"
"Hari Om Juice & Milk Shake Centre"|"200"|"Juices,Beverages"|"Mumbai"|"Vile Parle West"|"https://www.zomato.com/mumbai/hari-om-juice-milk-shake-centre-vile-parle-west/info"|"202"|"Beverage Shop"|"12noon to 1130pm(Mon-Sun)"|"Good"|"3.7"|"47"
"Mithibai College Ka Famous Sandwich"|"200"|"Fast Food"|"Mumbai"|"Vile Parle West"|"https://www.zomato.com/mumbai/mithibai-college-ka-famous-sandwich-vile-parle-west/info"|"202"|"Quick Bites"|"730am to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"221"
"Regano's"|"600"|"Continental,Fast Food,Italian,Desserts"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/reganos-malad-west/info"|"202"|"Casual Dining"|"Closed(Mon,Thu,Fri),1230pm to 1130pm(Tue..."|"Excellent"|"4.6"|"223"
"Bhavesh Chinese"|"300"|"Chinese,North Indian,Street Food"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/bhavesh-chinese-borivali-west/info"|"202"|"Casual Dining"|"1130am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"280"
"Gelato Italiano"|"200"|"Desserts,Ice Cream"|"Mumbai"|"Pali Hill-- Bandra West"|"https://www.zomato.com/mumbai/gelato-italiano-pali-hill-bandra-west/info"|"202"|"Dessert Parlor"|"11am to 11pm(Mon-Sun)"|"Average"|"3.4"|"12"
"Bhuna Chicken Factory"|"600"|"Chinese,North Indian,Mughlai,Biryani"|"Mumbai"|"Chakala"|"https://www.zomato.com/mumbai/bhuna-chicken-factory-chakala/info"|"202"|"Quick Bites"|"1130am to 4pm,7pm to 1145pm(Mon-Sun)"|"Average"|"2.7"|"49"
"Big Momma's Eatery"|"500"|"Fast Food,Italian"|"Mumbai"|"Wadala"|"https://www.zomato.com/mumbai/big-mommas-eatery-wadala/info"|"202"|"Quick Bites"|"1130am to 1130pm(Mon-Sun)"|"Very Good"|"4.0"|"187"
"Ruchi Restaurant"|"550"|"South Indian,North Indian,Chinese"|"Mumbai"|"Virar"|"https://www.zomato.com/mumbai/ruchi-restaurant-virar/info"|"202"|"Casual Dining"|"7am to 11pm(Mon-Sun)"|"Good"|"3.7"|"195"
"Madras Idly's"|"300"|"South Indian"|"Mumbai"|"Kamothe"|"https://www.zomato.com/mumbai/madras-idlys-kamothe-navi-mumbai/info"|"202"|"Quick Bites"|"730am to 130pm,4pm to 10pm(Mon-Sun)"|"Good"|"3.6"|"44"
"New Sagar Hotel"|"650"|"North Indian,Chinese"|"Mumbai"|"Nalasopara"|"https://www.zomato.com/mumbai/new-sagar-hotel-4-nalasopara/info"|"202"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Good"|"3.6"|"39"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Victoria"|"750"|"Chinese,Thai,Continental"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/victoria-kopar-khairane-navi-mumbai/info"|"203"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Good"|"3.8"|"604"
"The Busy Berry"|"400"|"Cafe,Desserts,Sandwich"|"Mumbai"|"Vile Parle West"|"https://www.zomato.com/mumbai/the-busy-berry-1-vile-parle-west/info"|"203"|"Café"|"12noon to 1145pm(Mon-Sun)"|"Very Good"|"4.2"|"232"
"King Of Kebabs"|"400"|"Mughlai,Rolls"|"Mumbai"|"Sanpada"|"https://www.zomato.com/mumbai/king-of-kebabs-sanpada-navi-mumbai/info"|"203"|"Quick Bites"|"5pm to 12midnight(Mon-Sun)"|"Good"|"3.8"|"190"
"Fast Food Xpress"|"250"|"Chinese"|"Mumbai"|"Kalyan"|"https://www.zomato.com/mumbai/fast-food-xpress-kalyan-thane/info"|"203"|"Quick Bites"|"1130am to 4pm,630pm to 1130pm(Mon-Sun)"|"Average"|"3.4"|"53"
"Hop In"|"500"|"Chinese,Seafood"|"Mumbai"|"Mahim"|"https://www.zomato.com/mumbai/hop-in-mahim/info"|"203"|"Quick Bites"|"1130am to 4pm,630pm to 12midnight(Mon-Sun)"|"Good"|"3.6"|"107"
"Gopal Krishna"|"500"|"Chinese,Fast Food,North Indian,South Indian"|"Mumbai"|"Chakala"|"https://www.zomato.com/mumbai/gopal-krishna-chakala/info"|"203"|"Casual Dining"|"8am to 12midnight(Mon-Sun)"|"Good"|"3.5"|"329"
"Pavitra Pure Veg"|"700"|"Chinese,Italian,North Indian,South Indian"|"Mumbai"|"Parel"|"https://www.zomato.com/mumbai/pavitra-pure-veg-parel/info"|"203"|"Casual Dining"|"1030am to 1130pm(Mon-Sun)"|"Average"|"3.2"|"5"
"Cinnabon"|"300"|"Desserts,Beverages"|"Mumbai"|"Seawoods"|"https://www.zomato.com/mumbai/cinnabon-seawoods-navi-mumbai/info"|"203"|"Food Court"|"10am to 10pm(Mon-Sun)"|"Average"|"3.4"|"34"
"New Kathiyawadi Dhaba"|"400"|"Rajasthani"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/new-kathiyawadi-dhaba-mira-road/info"|"203"|"Quick Bites"|"11am to 4pm,7pm to 11pm(Mon-Sun)"|"Good"|"3.8"|"26"
"Zayna - Uber Dining"|"1500"|"North Indian,Asian,European"|"Mumbai"|"Airoli"|"https://www.zomato.com/mumbai/zayna-uber-dining-airoli-navi-mumbai/info"|"203"|"Casual Dining"|"1130am to 330pm,7pm to 1130pm(Mon-Sun)"|"Good"|"3.8"|"460"
"Naaz Restaurant"|"700"|"Chinese,Mughlai,North Indian,Fast Food"|"Mumbai"|"Sakinaka"|"https://www.zomato.com/mumbai/naaz-restaurant-sakinaka/info"|"203"|"Casual Dining"|"12noon to 5pm,7pm to 12midnight(Mon,Tue,Wed..."|"Good"|"3.9"|"236"
"Akshaya Restaurant"|"650"|"North Indian,Chinese,Seafood"|"Mumbai"|"Parel"|"https://www.zomato.com/mumbai/akshaya-restaurant-parel/info"|"203"|"Casual Dining"|"12noon to 330pm,7pm to 12midnight(Mon-Sun)"|"Good"|"3.7"|"95"
"Kabadi's Kitchen Art"|"450"|"Chinese,North Indian,Mughlai"|"Mumbai"|"Dombivali East"|"https://www.zomato.com/mumbai/kabadis-kitchen-art-dombivali-east/info"|"203"|"Casual Dining"|"12noon to 3pm,7pm to 1130pm(Mon-Sun)"|"Good"|"3.6"|"62"
"Indigo"|"600"|"Chinese,North Indian"|"Mumbai"|"Kalyan"|"https://www.zomato.com/mumbai/indigo-kalyan/info"|"203"|"Casual Dining"|"11am to 1245AM(Mon),11am to 12midnight(Tue-Sun)"|"Good"|"3.5"|"235"
"Saybeen Hotel"|"400"|"Chinese,North Indian"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/saybeen-hotel-kandivali-west/info"|"203"|"Dhaba"|"11am to 3pm,6pm to 12midnight(Mon-Sun)"|"Average"|"2.8"|"52"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Oriental Spice"|"1000"|"Chinese"|"Mumbai"|"Panch Pakhadi-- Thane West"|"https://www.zomato.com/mumbai/oriental-spice-panch-pakhadi-thane-west/info"|"204"|"Casual Dining"|"12noon to 330pm,7pm to 1130pm(Mon-Sun)"|"Good"|"3.9"|"743"
"Sudama- Dining Bar"|"900"|"North Indian,Chinese,Continental,South Indian"|"Mumbai"|"Ambernath"|"https://www.zomato.com/mumbai/sudama-dining-bar-1-ambernath-thane/info"|"204"|"Casual Dining"|"8am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"116"
"Sadichha"|"500"|"Malwani,Seafood"|"Mumbai"|"Bandra East"|"https://www.zomato.com/mumbai/sadichha-bandra-east/info"|"204"|"Casual Dining"|"1130am to 330pm,730pm to 11pm(Mon-Sun)"|"Good"|"3.8"|"383"
"Shetty's Corner Fast Food"|"450"|"Chinese"|"Mumbai"|"Near Andheri West Station"|"https://www.zomato.com/mumbai/shettys-corner-fast-food-near-andheri-west-station/info"|"204"|"Quick Bites"|"9am to 12midnight(Mon-Sun)"|"Good"|"3.8"|"264"
"Khaaloo"|"200"|"Fast Food"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/khaaloo-borivali-west/info"|"204"|"Quick Bites"|"11am to 12midnight(Mon-Sun)"|"None"|"NEW"|"NEW"
"Jim - Me's Kitchen"|"1000"|"Seafood,Chinese"|"Mumbai"|"Hill Road-- Bandra West"|"https://www.zomato.com/mumbai/jim-mes-kitchen-hill-road-bandra-west/info"|"204"|"Casual Dining"|"11am to 1130pm(Mon-Sun)"|"Good"|"3.9"|"519"
"Prathamesh Lunch Home"|"300"|"North Indian"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/prathamesh-lunch-home-vasai/info"|"204"|"Casual Dining"|"11am to 4pm,6pm to 12midnight(Mon-Sun)"|"Good"|"3.7"|"40"
"Trupti Farsan"|"200"|"Fast Food,Mithai,Street Food"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/trupti-farsan-powai/info"|"204"|"Quick Bites"|"8am to 930pm(Mon-Sun)"|"Good"|"3.5"|"81"
"Shree Krishna Batatawada"|"400"|"Fast Food,Street Food,Chinese"|"Mumbai"|"Dadar West"|"https://www.zomato.com/mumbai/shree-krishna-batatawada-dadar-west/info"|"204"|"Quick Bites"|"Closed(Mon),8am to 930pm(Tue-Sun)"|"Good"|"3.9"|"304"
"Cheers N Joy"|"1000"|"North Indian,Continental,Chinese,Seafood"|"Mumbai"|"Mulund West"|"https://www.zomato.com/mumbai/cheers-n-joy-mulund-west/info"|"204"|"Casual Dining"|"12noon to 3pm,6pm to 12midnight(Mon-Sun)"|"Good"|"3.8"|"171"
"Cafe at The NCPA"|"1200"|"American,Parsi,Asian,North Indian"|"Mumbai"|"Nariman Point"|"https://www.zomato.com/mumbai/cafe-at-the-ncpa-nariman-point/info"|"204"|"Casual Dining"|"12noon to 1030pm(Mon-Thu),12noon to 11pm(Fri-Sun)"|"Very Good"|"4.0"|"706"
